Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Universal Book Zone	230.00	272	69.0	1.4286	4	73%	0	0	0
J B Books Sellers & Distributors	180.00	770	19.0	1.118	4	81%	0	0	0
Syam Associates	161.00		0.0	1.0			0	0	0
SRS Book	249.00	80	88.0	1.5466	4	74%	0	0	0
Book Holders	199.00	23	38.0	1.236	4.5	87%	0	0	0
Siddi Vinayaka	259.00	5	98.0	1.6087	4	60%	0	0	0
DONE DEAL	340.00	327	179.0	2.1118	4.5	98%	0	0	0
MAC Books	320.01	15	159.01	1.9876	3.5	60%	0	0	0
Repro Books on Demand	469.00	3,418	308.0	2.913	4.5	93%	1	0	1
SRS Book	449.00	80	288.0	2.7888	4	74%	0	0	0
DIGITAL PRESS	495.00	66	334.0	3.0745	3	58%	0	0	0
GangaGya Competition Book House	421.00	3	260.0	2.6149	4	67%	0	0	0
uRead-Store	535.00	25,152	374.0	3.323	4.5	92%	1	0	0
OM Sakthi Books	475.00	16	314.0	2.9503	4.5	100%	0	0	0
Cloudtail India	598.00	1,299,289	437.0	3.7143	4.5	92%	1	1	0
All India Book House	650.00	2,957	489.0	4.0373	4.5	93%	1	0	0
Mittal Books India	687.00	15,729	526.0	4.2671	4.5	95%	1	0	0
Inetrade India	658.73	3,256	497.73	4.0915	4	75%	0	0	0
ReaderBooks	649.00	442	488.0	4.0311	4	73%	0	0	0
JBCPD	748.00	32,618	587.0	4.646	4.5	93%	1	0	0
Comma365	742.00	2,242	581.0	4.6087	4.5	95%	0	0	0
Sunrise Book store	664.00	1,359	503.0	4.1242	3.5	61%	0	0	0
O_Store	638.78	593	477.78	3.9676	4.5	87%	0	0	0
INDIA BOOK HOUSE	700.00	104	539.0	4.3478	3.5	64%	0	0	0
Kushii Radiance Bookshop	702.00	63	541.0	4.3602	4.5	84%	0	0	0
Education Centre	699.00	13	538.0	4.3416	2	23%	0	0	0
BooksRaja	706.00	171	545.0	4.3851	4.5	85%	0	0	0
radhika A communication	740.00	29	579.0	4.5963	4	77%	0	0	0
V5MARK	713.00	8	552.0	4.4286	4	75%	0	0	0
BookAdda	779.00	365	618.0	4.8385	3	46%	0	0	0
Booksmandi	741.00	2,531	580.0	4.6025	4.5	89%	0	0	0
BOOK CENTRE	777.00	862	616.0	4.8261	4	81%	0	0	0
Manila Books Services	779.00	13	618.0	4.8385	4.5	92%	0	0	0
Books-a-zillion	779.00	89	618.0	4.8385	4	82%	0	0	0
UNIVERSAL BOOK SHOWROOMS	785.00	1,081	624.0	4.8758	4	80%	0	0	0
SAI BOOKS	771.00	181	610.0	4.7888	3	46%	0	0	0
Ebookstore	1024.00	522	863.0	6.3602	4.5	85%	0	0	0
Book eHub	1085.00	32	924.0	6.7391	4	72%	0	0	0
ASIAN TREASURES	1100.00	18	939.0	6.8323	4.5	94%	0	0	0
Speedy_Books	1142.00	490	981.0	7.0932	4.5	81%	0	0	0
uRead-Store	721.00	25,152	560.0	4.4783	4.5	92%	1	0	0
Sunrise Book store	682.00	1,359	521.0	4.236	3.5	61%	0	0	0
Books-a-zillion	779.00	89	618.0	4.8385	4	82%	0	0	0
BOOK CENTRE	842.00	862	681.0	5.2298	4	81%	0	0	0
