Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Indian Retail 2017	1085.00	12	75.0	1.0743	4	75%	0	0	1
ALLBOOKS123	1010.00	9	0.0	1.0	5	100%	0	0	0
Special Library	1040.00	57	30.0	1.0297	4	74%	0	0	0
Fastest_BookExpress	1147.00	15	137.0	1.1356	5	100%	0	0	0
Savvy Enterprise	1220.00	11	210.0	1.2079	2.5	36%	0	0	0
DCDistributors	1060.00	5	50.0	1.0495	4	80%	0	0	0
JS BOOKS STORE	1320.00		310.0	1.3069			0	0	0
R Rare Books	1325.00	2	315.0	1.3119	5	100%	1	0	0
anubhav books	1330.00	5	320.0	1.3168	4	60%	0	0	0
A L Enterprises	1555.00	13	545.0	1.5396	3	46%	0	0	0
Primus Retail Store	1800.00	10	790.0	1.7822	5	100%	1	0	0
BOOK CRAFT	1899.00	3	889.0	1.8802	5	100%	0	0	0
Future Book Shop	1949.00	13	939.0	1.9297	5	100%	0	0	0
Avantika Book Zone	2075.00		1065.0	2.0545			0	0	0
Cloudtail India	2082.00	1,299,156	1072.0	2.0614	4.5	92%	1	1	0
Sawhney Book Sales	1999.00	4	989.0	1.9792	5	100%	0	0	0
All India Book House	3150.00	2,957	2140.0	3.1188	4.5	93%	1	0	0
CAMPUS BOOK HOUSE INDIAN INTITUTE OF SCIENCE TBH	3200.00	218	2190.0	3.1683	5	97%	0	0	0
Ebookstore	3500.00	522	2490.0	3.4653	4.5	85%	0	0	0
ASIAN TREASURES	3512.00	18	2502.0	3.4772	4.5	94%	0	0	0
Avantika Book Zone	2075.00		1065.0	2.0545			0	0	0
Ebookstore	3510.00	522	2500.0	3.4752	4.5	85%	0	0	0
radhika A communication	4549.00	29	3539.0	4.504	4	78%	0	0	0
B2A UK	4960.00	6,928	3950.0	4.9109	4.5	83%	0	0	0
CB-India	6149.00	3,033	5139.0	6.0881	4.5	95%	0	0	0
Bookswagon	6444.00	6,375	5434.0	6.3802	4	70%	0	0	0
Bookswagon	7323.00	6,375	6313.0	7.2505	4	70%	0	0	0
Sunrise Book store	7199.00	1,356	6189.0	7.1277	3.5	61%	0	0	0
Universal Books House	7860.00	1	6850.0	7.7822	5	100%	0	0	0
Ebookstore	3535.00	522	2525.0	3.5	4.5	85%	1	0	0
