Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
BOOKZONE INDIA	2999.00	158	0.0	1.0	4.5	100%	1	0	1
CB-India	3068.00	3,033	69.0	1.023	4.5	95%	0	0	0
Bookswagon	3281.00	6,382	282.0	1.094	4	70%	0	0	0
JustBuyBooks	3301.00	26	302.0	1.1007	3.5	69%	0	0	0
INFINITE BOOKS	3848.35	285	849.35	1.2832	5	99%	0	0	0
Sunrise Book store	4122.00	1,357	1123.0	1.3745	3.5	61%	0	0	0
ASIA BOOK POINT	4609.00	20	1610.0	1.5368	3.5	60%	0	0	0
Fast Media 2	4782.90	6,005	1783.9	1.5948	4	72%	0	0	0
D R	6122.00	12,168	3123.0	2.0413	4	82%	0	0	0
etohfa	6136.00	23	3137.0	2.046	5	100%	0	0	0
Bookswagon	3958.00	6,382	959.0	1.3198	4	70%	0	0	0
Sunrise Book store	4218.00	1,357	1219.0	1.4065	3.5	61%	0	0	0
