Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
OPUSKART IN	754.00	3	0.0	1.0	5	100%	1	0	0
Amazing_Buy	754.00	17,790	0.0	1.0	4.5	95%	1	0	1
uRead-Store	836.00	25,158	82.0	1.1088	4.5	92%	1	0	0
Inetrade India	826.72	3,258	72.72	1.0964	4	75%	0	0	0
AskTech Books	825.00	2	71.0	1.0942	2.5	50%	0	0	0
Bookflow	956.13	3,100	202.13	1.2681	3.5	68%	0	0	0
Buy Amazing Books	999.00	3,570	245.0	1.3249	3	52%	0	0	0
ScribbleGraffito	912.17	29	158.17	1.2098	4.5	91%	0	0	0
BSK Book	1029.00	160	275.0	1.3647	3.5	60%	0	0	0
CrossWord Books	1011.00	116	257.0	1.3408	5	95%	0	0	0
MK BOOKS INDIA	1099.00	2,249	345.0	1.4576	2.5	34%	0	0	0
Book store01	1079.00	14	325.0	1.431	3.5	57%	0	0	0
MAGADH BOOKSTORE	999.00	163	245.0	1.3249	4.5	88%	0	0	0
BOOKKR	1099.00	5	345.0	1.4576	3.5	60%	0	0	0
S B T books	922.00	113	168.0	1.2228	4.5	88%	0	0	0
A to Z Book House	1099.00	1,276	345.0	1.4576	3	44%	0	0	0
SN Square	1209.00	59	455.0	1.6034	4	75%	0	0	0
W S Retaill	922.00	34	168.0	1.2228	3.5	68%	0	0	0
Universal Books House	1399.00	1	645.0	1.8554	5	100%	0	0	0
Atlantic Publishers and Distributors	1841.00	14,542	1087.0	2.4416	4.5	94%	0	0	0
Peacockbooks	1928.00	2,801	1174.0	2.557	4.5	92%	0	0	0
Bookswagon	2183.00	6,390	1429.0	2.8952	4	70%	0	0	0
Bookswagon	2184.00	6,390	1430.0	2.8966	4	70%	0	0	0
Sunrise Book store	2027.00	1,360	1273.0	2.6883	3.5	61%	0	0	0
B2A UK	2250.00	6,928	1496.0	2.9841	4.5	83%	0	0	0
Sunrise Book store	2346.00	1,360	1592.0	3.1114	3.5	61%	0	0	0
Sunrise Book store	2234.00	1,360	1480.0	2.9629	3.5	61%	0	0	0
INFINITE BOOKS	3994.28	291	3240.28	5.2975	5	99%	0	0	0
