Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Cloudtail India	249.00	1,299,158	23.0	1.1018	4.5	92%	1	1	1
Repro Books-On-Demand	249.00	8,424	23.0	1.1018	4.5	94%	1	0	0
Yashoda Jagannath Books & Gifts	249.00	25	23.0	1.1018	4.5	88%	0	0	0
Darth Vader	226.00	61	0.0	1.0	4	77%	0	0	0
BooksRaja	241.00	171	15.0	1.0664	4.5	85%	0	0	0
Book Wise	249.00		23.0	1.1018			0	0	0
truncate_books	249.00		23.0	1.1018			0	0	0
BPB PUBLICATIONS	249.00	112	23.0	1.1018	4.5	85%	0	0	0
V5MARK	233.00	8	7.0	1.031	4	75%	0	0	0
Books-a-zillion	249.00	89	23.0	1.1018	4	82%	0	0	0
BOOK CENTRE	269.00	862	43.0	1.1903	4	81%	0	0	0
Nanhi Shop	280.00	53	54.0	1.2389	3	51%	0	0	0
radhika A communication	247.00	29	21.0	1.0929	4	78%	0	0	0
Book eHub	646.00	32	420.0	2.8584	4	74%	0	0	0
B2A UK	1460.00	6,928	1234.0	6.4602	4.5	83%	0	0	0
etohfa	2813.00	23	2587.0	12.4469	5	100%	0	0	0
