Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Om Sakthi Books International	338.86	43	0.0	1.0	3.5	58%	0	0	0
World500	407.00	3,248	68.14	1.2011	4	76%	0	0	0
Amazing_Buy	410.00	17,785	71.14	1.2099	4.5	95%	1	0	0
uRead-Store	410.00	25,132	71.14	1.2099	4.5	92%	1	0	1
Inetrade India	391.89	3,252	53.03	1.1565	4	75%	0	0	0
MK BOOKS INDIA	509.00	2,247	170.14	1.5021	2.5	34%	0	0	0
AskTech Books	451.00	2	112.14	1.3309	2.5	50%	0	0	0
A Mind's Bookstore	437.00	1,409	98.14	1.2896	4.5	89%	0	0	0
O_Store	449.25	593	110.39	1.3258	4.5	87%	0	0	0
SBM Enterprises	443.26	48	104.4	1.3081	4	75%	0	0	0
Goodread Bookstore	539.00	579	200.14	1.5906	5	97%	1	0	0
Book Selection Centre	449.00	136	110.14	1.325	4.5	96%	0	0	0
ReadAhead	539.00	213	200.14	1.5906	4	79%	0	0	0
Bookflow	539.10	3,100	200.24	1.5909	3.5	67%	0	0	0
Comma365	505.00	2,242	166.14	1.4903	4.5	95%	0	0	0
Royal500	549.00	875	210.14	1.6201	4.5	92%	0	0	0
The Bookhive	479.20	43	140.34	1.4142	4	80%	0	0	0
BW ENTERPRISES	467.00	44	128.14	1.3782	4	79%	0	0	0
Mumbai gift corner	569.00	718	230.14	1.6792	4.5	89%	0	0	0
HERITAGE PUBLISHERS	569.00	783	230.14	1.6792	4.5	94%	0	0	0
Booknow	467.00	898	128.14	1.3782	4	80%	0	0	0
Skycart	500.00	479	161.14	1.4755	4.5	90%	0	0	0
ScribbleGraffito	497.17	29	158.31	1.4672	4.5	91%	0	0	0
Booksmandi	480.00	2,531	141.14	1.4165	4.5	89%	0	0	0
BSK Book	589.00	159	250.14	1.7382	3.5	60%	0	0	0
Buy Amazing Books	599.00	3,537	260.14	1.7677	3	51%	0	0	0
Santusti Enterprises	599.00	26	260.14	1.7677	4	81%	0	0	0
killer,sbooks	599.00	18	260.14	1.7677	5	100%	0	0	0
S B T books	553.00	113	214.14	1.6319	4.5	88%	0	0	0
W S Retaill	553.00	34	214.14	1.6319	3.5	69%	0	0	0
CrossWord Books	551.00	116	212.14	1.626	5	95%	0	0	0
MEETA BOOKS	539.00	47	200.14	1.5906	2.5	36%	0	0	0
Starmark	539.10	2,139	200.24	1.5909	3.5	68%	0	0	0
Book store01	599.00	11	260.14	1.7677	3	45%	0	0	0
BookInc	558.00	17	219.14	1.6467	4.5	94%	0	0	0
BOOKKR	599.00	5	260.14	1.7677	3.5	60%	0	0	0
Browsers' Lounge	576.00	122	237.14	1.6998	4.5	96%	0	0	0
Kushii Radiance Bookshop	570.00	63	231.14	1.6821	4.5	84%	0	0	0
PRISM ONLINE	599.00	62	260.14	1.7677	4	68%	0	0	0
amazingbuy_	599.00	1	260.14	1.7677	5	100%	0	0	0
CrossWord Books	551.00	116	212.14	1.626	5	95%	0	0	0
A to Z Book House	599.00	1,275	260.14	1.7677	3	46%	0	0	0
SN Square	659.00	59	320.14	1.9448	4	75%	0	0	0
PKS RETAIL	762.00	4	423.14	2.2487	5	100%	0	0	0
Bookswagon	782.00	6,377	443.14	2.3077	4	70%	0	0	0
Sunrise Book store	780.00	1,356	441.14	2.3018	3.5	61%	0	0	0
