Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
NIZAM BOOKS	389.00	25	0.0	1.0	4	76%	0	0	0
DONE DEAL	500.00	327	111.0	1.2853	4.5	98%	0	0	0
MADAAN BOOK COLLECTION	505.00	109	116.0	1.2982	4	86%	0	0	0
Cloudtail India	673.00	1,299,238	284.0	1.7301	4.5	92%	1	1	1
Mittal Books India	803.00	15,728	414.0	2.0643	4.5	95%	1	0	0
uRead-Store	807.00	25,138	418.0	2.0746	4.5	92%	1	0	0
ReaderBooks	745.00	441	356.0	1.9152	4	72%	0	0	0
Inetrade India	793.91	3,253	404.91	2.0409	4	75%	0	0	0
O_Store	737.18	593	348.18	1.8951	4.5	87%	0	0	0
Sunrise Book store	751.00	1,358	362.0	1.9306	3.5	61%	0	0	0
JAIN BOOK SHOP, Satya Niketan	789.00		400.0	2.0283			0	0	0
MANJU INTERNATIONAL	899.00	86	510.0	2.3111	4	79%	0	0	0
BOOK CENTRE	889.00	862	500.0	2.2853	4	81%	0	0	0
Books-a-zillion	899.00	89	510.0	2.3111	4	82%	0	0	0
Mishika Computers	1006.00	71	617.0	2.5861	3.5	70%	0	0	0
SAI BOOKS	890.00	181	501.0	2.2879	3	46%	0	0	0
Ebookstore	1130.00	522	741.0	2.9049	4.5	85%	0	0	0
Book eHub	1184.00	32	795.0	3.0437	4	72%	0	0	0
ASIAN TREASURES	1206.00	18	817.0	3.1003	4.5	94%	0	0	0
Speedy_Books	1386.00	490	997.0	3.563	4.5	81%	0	0	0
Sunrise Book store	772.00	1,358	383.0	1.9846	3.5	61%	0	0	0
Books-a-zillion	899.00	89	510.0	2.3111	4	82%	0	0	0
SAI BOOKS	890.00	181	501.0	2.2879	3	46%	0	0	0
