Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Amazing_Buy	769.00	17,781	0.0	1.0	4.5	95%	1	0	0
uRead-Store	769.00	25,127	0.0	1.0	4.5	92%	1	0	1
BetterDeals	771.16	12	2.16	1.0028	5	100%	0	0	0
Read factor	825.00	1,517	56.0	1.0728	3.5	67%	0	0	0
R-our Book	824.00	1,304	55.0	1.0715	4	78%	0	0	0
Booknow	857.00	898	88.0	1.1144	4	80%	0	0	0
MK BOOKS INDIA	1063.00	2,245	294.0	1.3823	2.5	34%	0	0	0
BSK Book	1089.00	159	320.0	1.4161	3.5	60%	0	0	0
killer,sbooks	1099.00	18	330.0	1.4291	5	100%	0	0	0
Inetrade India	1036.45	3,249	267.45	1.3478	4	75%	0	0	0
Comma365	1077.00	2,242	308.0	1.4005	4.5	95%	0	0	0
ReadAhead	1125.00	213	356.0	1.4629	4	79%	0	0	0
Book store01	1099.00	11	330.0	1.4291	3	45%	0	0	0
Amazing BookS	1000.00	106	231.0	1.3004	3	54%	0	0	0
ScribbleGraffito	1037.50	29	268.5	1.3492	4.5	91%	0	0	0
Abhinav Books Store	1125.00	60	356.0	1.4629	3	54%	0	0	0
Starmark	1125.00	2,139	356.0	1.4629	3.5	68%	0	0	0
Booksmandi	1125.00	2,530	356.0	1.4629	4.5	89%	0	0	0
BookInc	1163.00	17	394.0	1.5124	4.5	94%	0	0	0
Santusti Enterprises	1250.00	26	481.0	1.6255	4	81%	0	0	0
BetterDeals	880.00	12	111.0	1.1443	5	100%	0	0	0
Abhinav Books Store	1150.00	60	381.0	1.4954	3	54%	0	0	0
Kushii Radiance Bookshop	1188.00	63	419.0	1.5449	4.5	84%	0	0	0
BOOKKR	1250.00	5	481.0	1.6255	3.5	60%	0	0	0
NS DISTRIBUTOR	1250.00	7	481.0	1.6255	4	86%	0	0	0
W S Retaill	1154.00	34	385.0	1.5007	3.5	69%	0	0	0
Bookswagon	2181.00	6,375	1412.0	2.8362	4	70%	0	0	0
Sunrise Book store	2092.00	1,356	1323.0	2.7204	3.5	61%	0	0	0
INFINITE BOOKS	2469.70	282	1700.7	3.2116	5	99%	0	0	0
SmartGlobal	2738.00	212	1969.0	3.5605	3	50%	0	0	0
Bookswagon	2181.00	6,375	1412.0	2.8362	4	70%	0	0	0
Sunrise Book store	2599.00	1,356	1830.0	3.3797	3.5	61%	0	0	0
