Seller	Price	No. of Ratings	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?
Source Books Pvt Ltd	446.00	1,125	0.0	1.0	4	82%	0	0	0
VIVA MARKETING	446.00	113	0.0	1.0	4	67%	0	0	0
Cloudtail India	460.00	1,299,242	14.0	1.0314	4.5	92%	1	1	1
MK BOOKS INDIA	506.00	2,247	60.0	1.1345	2.5	34%	0	0	0
Inetrade India	485.89	3,254	39.89	1.0894	4	75%	0	0	0
NEWLIGHT BOOK HOUSE	495.00	135	49.0	1.1099	3.5	67%	0	0	0
Darth Vader	541.00	61	95.0	1.213	4	77%	0	0	0
Jain Book Agency	541.00	964	95.0	1.213	3.5	68%	0	0	0
SAI BOOKS	589.00	181	143.0	1.3206	3	46%	0	0	0
Payal Books	999.00	657	553.0	2.2399	3	51%	0	0	0
