Price + Delivery	Condition	Seller Information	Delivery
  14,161.00 | Prime : Yes |  |   14,161.00	New	Perusal | 4.5 out of 5 stars  | 89% positive | 641 total rating	Fullfilled by Amazon
  14,161.00 | Prime : Yes |  |   14,161.00	New	Zero7 Enterprise | 4.5 out of 5 stars  | 89% positive | 167 total rating	Fullfilled by Amazon
