Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Atlantic LLC	1440.00	70		0.0	1.0	4	82%	1	0	0	2020-07-28 22:13:51.443548
Cloudtail India	1458.00			18.0	1.0125	4.5	90%	1	1	1	2020-07-28 22:13:51.443548
