Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Kiron	18070.00	481	23-31 days	0.0	1.0	5	100%	0	0	0	2020-08-28 16:34:31.647591
BigHub	18070.00	456	25-33 days	0.0	1.0	4.5	94%	0	0	0	2020-08-28 16:34:31.647591
