Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Global Klamp	21322.00	148	14-18 days	0.0	1.0	3.5	68%	0	0	1	2020-08-28 16:34:31.647591
BigHub	26257.00	456	25-33 days	4935.0	1.2315	4.5	94%	0	0	0	2020-08-28 16:34:31.647591
Cart2India SLP	26194.00		14-21 days	4872.0	1.2285	3	46%	0	0	0	2020-08-28 16:34:31.647591
Cart2India Online	26194.00		14-21 days	4872.0	1.2285	3	48%	0	0	0	2020-08-28 16:34:31.647591
Kiron	42120.00	481	23-31 days	20798.0	1.9754	5	100%	0	0	0	2020-08-28 16:34:31.647591
