Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
E-FACTORY	885.00	33		0.0	1.0	3.5	67%	1	0	1	2020-08-26 21:20:06.951939
House of Computer	885.00	1	5-7 days	0.0	1.0	4	100%	0	0	0	2020-08-26 21:20:06.951939
Ocean eStores	886.00	21		1.0	1.0011	3.5	67%	1	0	0	2020-08-26 21:20:06.951939
GLOBAL CLOUD	899.00	78		14.0	1.0158	3.5	58%	1	0	0	2020-08-26 21:20:06.951939
Multi Brand Laptop Store	980.00	7		95.0	1.1073	3.5	57%	0	0	0	2020-08-26 21:20:06.951939
Mega_tronics	1198.00			313.0	1.3537	3.5	71%	1	0	0	2020-08-26 21:20:06.951939
Dell-Trusted-Partner	1199.00	142		314.0	1.3548	4	76%	1	0	0	2020-08-26 21:20:06.951939
xtronicsapp	1200.00	271	4-5 days	315.0	1.3559	4.5	89%	0	0	0	2020-08-26 21:20:06.951939
