Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Olympia Industries Ltd	1194.00			0.0	1.0	4.5	89%	1	0	1	2020-07-30 15:08:29.149178
E-Shop Retail	1194.00	80		0.0	1.0	4.5	85%	1	0	0	2020-07-30 15:08:29.149178
SanSac Global	1398.00	9		204.0	1.1709	2.5	44%	1	0	0	2020-07-30 15:08:29.149178
Cloudtail India	1411.00			217.0	1.1817	4.5	89%	1	1	0	2020-07-30 15:08:29.149178
Discount Junction	1799.00	416		605.0	1.5067	3.5	62%	0	0	0	2020-07-30 15:08:29.149178
Timex Avtansh	1799.00	2	7-8 days	605.0	1.5067	5	100%	0	0	0	2020-07-30 15:08:29.149178
