Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	499.00			0.0	1.0	4.5	89%	1	1	1	2020-07-30 15:08:29.149178
SHAURYA RETAILS	695.00	57		196.0	1.3928	3	56%	0	0	0	2020-07-30 15:08:29.149178
Puma Sports India	899.00			400.0	1.8016	4	78%	1	0	0	2020-07-30 15:08:29.149178
Multi Brand Factory	899.00	1	8-10 days	400.0	1.8016	5	100%	0	0	0	2020-07-30 15:08:29.149178
Timex Avtansh	1049.00	2		550.0	2.1022	5	100%	1	0	0	2020-07-30 15:08:29.149178
Discount Junction	1049.00	416		550.0	2.1022	3.5	62%	0	0	0	2020-07-30 15:08:29.149178
59 Sales	1049.00	54		550.0	2.1022	4	79%	0	0	0	2020-07-30 15:08:29.149178
