Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Saavir	11500.00		12-13 days	0.0	1.0			0	0	0	2020-07-30 11:28:49.623825
FotoCart dot in	11950.00			450.0	1.0391	4	81%	1	0	1	2020-07-30 11:28:49.623825
