Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
GM ENTERPRISES DELHI	350.00	8	5-6 days	10.0	1.0294	4	63%	0	0	1	2020-07-15 00:26:23.641611
PEE JAY	399.00	29	6-7 days	59.0	1.1735	3.5	62%	0	0	0	2020-07-15 00:26:23.641611
NEW EVA	340.00	4	6-7 days	0.0	1.0	4	75%	0	0	0	2020-07-15 00:26:23.641611
