Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Optima Fashions	526.00	206		27.0	1.0541	4	83%	1	0	1	2020-09-06 04:39:45.427937
iconic gifts	499.00	2	4-5 days	0.0	1.0	3	0%	0	0	0	2020-09-06 04:39:45.427937
