Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	499.00			0.0	1.0	4.5	89%	1	1	1	2020-08-30 08:14:04.526441
Olympia Industries Ltd	530.00			31.0	1.0621	4.5	89%	1	0	0	2020-08-30 08:14:04.526441
LAGGAGE	599.00	5	5-6 days	100.0	1.2004	3	40%	0	0	0	2020-08-30 08:14:04.526441
PROJECT ONE ONE IN ONE	650.00		5-6 days	151.0	1.3026			0	0	0	2020-08-30 08:14:04.526441
