Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	634.00			0.0	1.0	4.5	90%	1	1	1	2020-07-17 02:03:29.613634
SHAURYA RETAILS	995.00	56	6-9 days	361.0	1.5694	3.5	57%	0	0	0	2020-07-17 02:03:29.613634
Puma Sports India	1259.00			625.0	1.9858	4	79%	1	0	0	2020-07-17 02:03:29.613634
UMIAM STORE	1799.00		0-4 days	1165.0	2.8375			0	0	0	2020-07-17 02:03:29.613634
