Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Olympia Industries Ltd	725.00			0.0	1.0	4.5	89%	1	0	1	2020-08-01 08:04:39.333636
Net Distribution Services Pvt Ltd	883.00	779		158.0	1.2179	4.5	86%	1	0	0	2020-08-01 08:04:39.333636
Nasher Miles Private Limited	979.00			254.0	1.3503	5	97%	1	0	0	2020-08-01 08:04:39.333636
Discount Junction	1099.00	417		374.0	1.5159	3.5	61%	0	0	0	2020-08-01 08:04:39.333636
Timex Avtansh	1099.00	2		374.0	1.5159	5	100%	0	0	0	2020-08-01 08:04:39.333636
