Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
POLESTAR-BAGS	510.00			0.0	1.0	4.5	95%	1	0	1	2020-08-01 08:04:39.333636
Buy More	639.00			129.0	1.2529	4	85%	1	0	0	2020-08-01 08:04:39.333636
