Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
REDHONEY ENTERPRISES	875.00	23		0.0	1.0	3.5	48%	0	0	0	2020-08-01 20:06:56.799803
Atlantic LLC	949.00	70		74.0	1.0846	4	82%	1	0	1	2020-08-01 20:06:56.799803
Zeus Fabrics	999.00	28		124.0	1.1417	4.5	96%	1	0	0	2020-08-01 20:06:56.799803
Big Bazaar	1163.00			288.0	1.3291	3	57%	1	0	0	2020-08-01 20:06:56.799803
