Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
Cloudtail India	1201.00			0.0	1.0	4.5	89%	1	1	1	2020-08-01 20:06:56.799803
Atlantic LLC	1210.00	70		9.0	1.0075	4	82%	1	0	0	2020-08-01 20:06:56.799803
SAVERA ENTERPRISES	1700.00	33		499.0	1.4155	4	79%	1	0	0	2020-08-01 20:06:56.799803
