Seller	Price	No. of Ratings	Delivery	Price difference to the lowest	Price ratio to the lowest	Average rating of the seller	Positive feedback percentage of the seller	Fulfilled by Amazon?	Is Amazon the seller?	Does is win the buy box?	Time
RS ENTERPRISES	1045.00	18		0.0	1.0	4	78%	1	0	1	2020-07-24 23:19:10.371846
E-Shop Retail	1046.00	80		1.0	1.001	4.5	85%	1	0	0	2020-07-24 23:19:10.371846
DEALS AMAZING	1047.00			2.0	1.0019	4	81%	1	0	0	2020-07-24 23:19:10.371846
Earth industries	1048.00	29		3.0	1.0029	3	44%	1	0	0	2020-07-24 23:19:10.371846
TODAY'S DEAL	1057.00			12.0	1.0115	4	80%	1	0	0	2020-07-24 23:19:10.371846
A Bags world	1059.50	62		14.5	1.0139	3.5	69%	1	0	0	2020-07-24 23:19:10.371846
BAGS HI BAG	1063.00	72		18.0	1.0172	3.5	69%	1	0	0	2020-07-24 23:19:10.371846
THE CONNECT	1066.00	8	12-13 days	21.0	1.0201	4	75%	0	0	0	2020-07-24 23:19:10.371846
E-TECH RETAIL	1099.00	1	13-14 days	54.0	1.0517	5	100%	0	0	0	2020-07-24 23:19:10.371846
cloudind	1130.00			85.0	1.0813	4.5	90%	0	0	0	2020-07-24 23:19:10.371846
Standard enterprise	1247.00	1	12-13 days	202.0	1.1933	4	100%	0	0	0	2020-07-24 23:19:10.371846
Viva Bags	1249.00	8	6-9 days	204.0	1.1952	4	75%	0	0	0	2020-07-24 23:19:10.371846
BagStop	1175.00	58		130.0	1.1244	3.5	57%	0	0	0	2020-07-24 23:19:10.371846
Backpack World	1290.00		6-9 days	245.0	1.2344	4.5	89%	0	0	0	2020-07-24 23:19:10.371846
PAXFUL	1299.00		11-13 days	254.0	1.2431			0	0	0	2020-07-24 23:19:10.371846
Deepsum Bags	1900.00		7-9 days	855.0	1.8182	5	100%	0	0	0	2020-07-24 23:19:10.371846
gsienterprises	1918.00	4	9-10 days	873.0	1.8354	3	50%	0	0	0	2020-07-24 23:19:10.371846
